dataset,variant,tau_m,tau_c,class,precision,recall,f1,support,accuracy
anli,three,0.5,100,1,0.6515151515151515,0.2866666666666667,0.39814814814814814,150,0.5666666666666667
anli,three,0.55,80,0,0.66,0.88,0.7542857142857142,150,0.7133333333333334
anli,three,0.55,80,1,0.82,0.5466666666666666,0.6559999999999999,150,0.7133333333333334
anli,three,0.55,90,0,0.6702127659574468,0.84,0.7455621301775148,150,0.7133333333333334
anli,three,0.55,90,1,0.7857142857142857,0.5866666666666667,0.6717557251908396,150,0.7133333333333334
anli,three,0.55,100,0,0.6335403726708074,0.68,0.6559485530546624,150,0.6433333333333333
anli,three,0.55,100,1,0.6546762589928058,0.6066666666666667,0.629757785467128,150,0.6433333333333333
anli,three,0.6,80,0,0.6487804878048781,0.8866666666666667,0.7492957746478873,150,0.7033333333333334
anli,three,0.6,80,1,0.8210526315789474,0.52,0.6367346938775511,150,0.7033333333333334
anli,three,0.6,90,0,0.6530612244897959,0.8533333333333334,0.7398843930635838,150,0.7
anli,three,0.6,90,1,0.7884615384615384,0.5466666666666666,0.6456692913385826,150,0.7
anli,three,0.6,100,0,0.6554054054054054,0.6466666666666666,0.6510067114093959,150,0.6533333333333333
anli,three,0.6,100,1,0.6513157894736842,0.66,0.6556291390728477,150,0.6533333333333333
anli,three,0.65,80,0,0.6106194690265486,0.92,0.7340425531914894,150,0.6666666666666666
anli,three,0.65,80,1,0.8378378378378378,0.41333333333333333,0.5535714285714286,150,0.6666666666666666
anli,three,0.65,90,0,0.6071428571428571,0.9066666666666666,0.7272727272727273,150,0.66
anli,three,0.65,90,1,0.8157894736842105,0.41333333333333333,0.5486725663716814,150,0.66
anli,three,0.65,100,0,0.6280193236714976,0.8666666666666667,0.7282913165266107,150,0.6766666666666666
anli,three,0.65,100,1,0.7849462365591398,0.4866666666666667,0.6008230452674898,150,0.6766666666666666
anli,three,0.7,80,0,0.5572519083969466,0.9733333333333334,0.7087378640776699,150,0.6
anli,three,0.7,80,1,0.8947368421052632,0.22666666666666666,0.36170212765957444,150,0.6
anli,three,0.7,90,0,0.55893536121673,0.98,0.7118644067796611,150,0.6033333333333334
anli,three,0.7,90,1,0.918918918918919,0.22666666666666666,0.36363636363636365,150,0.6033333333333334
anli,three,0.7,100,0,0.555984555984556,0.96,0.7041564792176039,150,0.5966666666666667
anli,three,0.7,100,1,0.8536585365853658,0.23333333333333334,0.3664921465968587,150,0.5966666666666667
anli,three,0.75,80,0,0.5197132616487455,0.9666666666666667,0.675990675990676,150,0.5366666666666666
anli,three,0.75,80,1,0.7619047619047619,0.10666666666666667,0.18713450292397663,150,0.5366666666666666
anli,three,0.75,90,0,0.5215827338129496,0.9666666666666667,0.677570093457944,150,0.54
anli,three,0.75,90,1,0.7727272727272727,0.11333333333333333,0.19767441860465115,150,0.54
anli,three,0.75,100,0,0.5253623188405797,0.9666666666666667,0.6807511737089202,150,0.5466666666666666
anli,three,0.75,100,1,0.7916666666666666,0.12666666666666668,0.21839080459770116,150,0.5466666666666666
anli,three,0.8,80,0,0.5102739726027398,0.9933333333333333,0.67420814479638,150,0.52
anli,three,0.8,80,1,0.875,0.04666666666666667,0.08860759493670886,150,0.52
anli,three,0.8,90,0,0.5102739726027398,0.9933333333333333,0.67420814479638,150,0.52
anli,three,0.8,90,1,0.875,0.04666666666666667,0.08860759493670886,150,0.52
anli,three,0.8,100,0,0.5085910652920962,0.9866666666666667,0.671201814058957,150,0.5166666666666667
anli,three,0.8,100,1,0.7777777777777778,0.04666666666666667,0.08805031446540881,150,0.5166666666666667
arct,original,0.85,80,0,0.5,1.0,0.6666666666666666,150,0.5
arct,original,0.85,80,1,0.0,0.0,0.0,150,0.5
arct,original,0.85,90,0,0.5,1.0,0.6666666666666666,150,0.5
arct,original,0.85,90,1,0.0,0.0,0.0,150,0.5
arct,original,0.85,100,0,0.5,1.0,0.6666666666666666,150,0.5
arct,original,0.85,100,1,0.0,0.0,0.0,150,0.5
arct,original,0.9,80,0,0.5,1.0,0.6666666666666666,150,0.5
arct,original,0.9,80,1,0.0,0.0,0.0,150,0.5
arct,original,0.9,90,0,0.5,1.0,0.6666666666666666,150,0.5
arct,original,0.9,90,1,0.0,0.0,0.0,150,0.5
arct,original,0.9,100,0,0.5,1.0,0.6666666666666666,150,0.5
arct,original,0.9,100,1,0.0,0.0,0.0,150,0.5
arct,original,0.95,80,0,0.5,1.0,0.6666666666666666,150,0.5
arct,original,0.95,80,1,0.0,0.0,0.0,150,0.5
arct,original,0.95,90,0,0.5,1.0,0.6666666666666666,150,0.5
arct,original,0.95,90,1,0.0,0.0,0.0,150,0.5
arct,original,0.95,100,0,0.5,1.0,0.6666666666666666,150,0.5
arct,original,0.95,100,1,0.0,0.0,0.0,150,0.5
arct,original,1,80,0,0.5,1.0,0.6666666666666666,150,0.5
arct,original,1,80,1,0.0,0.0,0.0,150,0.5
arct,original,1,90,0,0.5,1.0,0.6666666666666666,150,0.5
arct,original,1,90,1,0.0,0.0,0.0,150,0.5
arct,original,1,100,0,0.5,1.0,0.6666666666666666,150,0.5
arct,original,1,100,1,0.0,0.0,0.0,150,0.5
arct,one,0.85,80,0,0.5136986301369864,1.0,0.6787330316742082,150,0.5266666666666666
arct,one,0.85,80,1,1.0,0.05333333333333334,0.10126582278481014,150,0.5266666666666666
arct,one,0.85,90,0,0.5154639175257731,1.0,0.6802721088435374,150,0.53
arct,one,0.85,90,1,1.0,0.06,0.11320754716981131,150,0.53
arct,one,0.85,100,0,0.5084745762711864,1.0,0.6741573033707865,150,0.5166666666666667
arct,one,0.85,100,1,1.0,0.03333333333333333,0.06451612903225806,150,0.5166666666666667
arct,one,0.9,80,0,0.5033557046979866,1.0,0.6696428571428572,150,0.5066666666666667
arct,one,0.9,80,1,1.0,0.013333333333333334,0.02631578947368421,150,0.5066666666666667
arct,one,0.9,90,0,0.5033557046979866,1.0,0.6696428571428572,150,0.5066666666666667
arct,one,0.9,90,1,1.0,0.013333333333333334,0.02631578947368421,150,0.5066666666666667
arct,one,0.9,100,0,0.5033557046979866,1.0,0.6696428571428572,150,0.5066666666666667
arct,one,0.9,100,1,1.0,0.013333333333333334,0.02631578947368421,150,0.5066666666666667
arct,one,0.95,80,0,0.5016722408026756,1.0,0.6681514476614698,150,0.5033333333333333
arct,one,0.95,80,1,1.0,0.006666666666666667,0.013245033112582783,150,0.5033333333333333
arct,one,0.95,90,0,0.5016722408026756,1.0,0.6681514476614698,150,0.5033333333333333
arct,one,0.95,90,1,1.0,0.006666666666666667,0.013245033112582783,150,0.5033333333333333
arct,one,0.95,100,0,0.5016722408026756,1.0,0.6681514476614698,150,0.5033333333333333
arct,one,0.95,100,1,1.0,0.006666666666666667,0.013245033112582783,150,0.5033333333333333
arct,one,1,80,0,0.5016722408026756,1.0,0.6681514476614698,150,0.5033333333333333
arct,one,1,80,1,1.0,0.006666666666666667,0.013245033112582783,150,0.5033333333333333
arct,one,1,90,0,0.5016722408026756,1.0,0.6681514476614698,150,0.5033333333333333
arct,one,1,90,1,1.0,0.006666666666666667,0.013245033112582783,150,0.5033333333333333
arct,one,1,100,0,0.5016722408026756,1.0,0.6681514476614698,150,0.5033333333333333
arct,one,1,100,1,1.0,0.006666666666666667,0.013245033112582783,150,0.5033333333333333
arct,two,0.85,80,0,0.5197132616487455,0.9666666666666667,0.675990675990676,150,0.5366666666666666
arct,two,0.85,80,1,0.7619047619047619,0.10666666666666667,0.18713450292397663,150,0.5366666666666666
arct,two,0.85,90,0,0.5197132616487455,0.9666666666666667,0.675990675990676,150,0.5366666666666666
arct,two,0.85,90,1,0.7619047619047619,0.10666666666666667,0.18713450292397663,150,0.5366666666666666
arct,two,0.85,100,0,0.5105633802816901,0.9666666666666667,0.6682027649769585,150,0.52
arct,two,0.85,100,1,0.6875,0.07333333333333333,0.1325301204819277,150,0.52
arct,two,0.9,80,0,0.5016835016835017,0.9933333333333333,0.6666666666666667,150,0.5033333333333333
arct,two,0.9,80,1,0.6666666666666666,0.013333333333333334,0.026143790849673203,150,0.5033333333333333
arct,two,0.9,90,0,0.5016835016835017,0.9933333333333333,0.6666666666666667,150,0.5033333333333333
arct,two,0.9,90,1,0.6666666666666666,0.013333333333333334,0.026143790849673203,150,0.5033333333333333
arct,two,0.9,100,0,0.5016835016835017,0.9933333333333333,0.6666666666666667,150,0.5033333333333333
arct,two,0.9,100,1,0.6666666666666666,0.013333333333333334,0.026143790849673203,150,0.5033333333333333
arct,two,0.95,80,0,0.5016835016835017,0.9933333333333333,0.6666666666666667,150,0.5033333333333333
arct,two,0.95,80,1,0.6666666666666666,0.013333333333333334,0.026143790849673203,150,0.5033333333333333
arct,two,0.95,90,0,0.5016835016835017,0.9933333333333333,0.6666666666666667,150,0.5033333333333333
arct,two,0.95,90,1,0.6666666666666666,0.013333333333333334,0.026143790849673203,150,0.5033333333333333
arct,two,0.95,100,0,0.5016835016835017,0.9933333333333333,0.6666666666666667,150,0.5033333333333333
arct,two,0.95,100,1,0.6666666666666666,0.013333333333333334,0.026143790849673203,150,0.5033333333333333
arct,two,1,80,0,0.5016835016835017,0.9933333333333333,0.6666666666666667,150,0.5033333333333333
arct,two,1,80,1,0.6666666666666666,0.013333333333333334,0.026143790849673203,150,0.5033333333333333
arct,two,1,90,0,0.5016835016835017,0.9933333333333333,0.6666666666666667,150,0.5033333333333333
arct,two,1,90,1,0.6666666666666666,0.013333333333333334,0.026143790849673203,150,0.5033333333333333
arct,two,1,100,0,0.5016835016835017,0.9933333333333333,0.6666666666666667,150,0.5033333333333333
arct,two,1,100,1,0.6666666666666666,0.013333333333333334,0.026143790849673203,150,0.5033333333333333
arct,three,0.85,80,0,0.5350553505535055,0.9666666666666667,0.6888361045130641,150,0.5633333333333334
arct,three,0.85,80,1,0.8275862068965517,0.16,0.2681564245810056,150,0.5633333333333334
arct,three,0.85,90,0,0.5350553505535055,0.9666666666666667,0.6888361045130641,150,0.5633333333333334
arct,three,0.85,90,1,0.8275862068965517,0.16,0.2681564245810056,150,0.5633333333333334
arct,three,0.85,100,0,0.5215827338129496,0.9666666666666667,0.677570093457944,150,0.54
arct,three,0.85,100,1,0.7727272727272727,0.11333333333333333,0.19767441860465115,150,0.54
arct,three,0.9,80,0,0.5102739726027398,0.9933333333333333,0.67420814479638,150,0.52
arct,three,0.9,80,1,0.875,0.04666666666666667,0.08860759493670886,150,0.52
arct,three,0.9,90,0,0.5102739726027398,0.9933333333333333,0.67420814479638,150,0.52
arct,three,0.9,90,1,0.875,0.04666666666666667,0.08860759493670886,150,0.52
arct,three,0.9,100,0,0.5102739726027398,0.9933333333333333,0.67420814479638,150,0.52
arct,three,0.9,100,1,0.875,0.04666666666666667,0.08860759493670886,150,0.52
arct,three,0.95,80,0,0.5068027210884354,0.9933333333333333,0.6711711711711712,150,0.5133333333333333
arct,three,0.95,80,1,0.8333333333333334,0.03333333333333333,0.06410256410256411,150,0.5133333333333333
arct,three,0.95,90,0,0.5068027210884354,0.9933333333333333,0.6711711711711712,150,0.5133333333333333
arct,three,0.95,90,1,0.8333333333333334,0.03333333333333333,0.06410256410256411,150,0.5133333333333333
arct,three,0.95,100,0,0.5068027210884354,0.9933333333333333,0.6711711711711712,150,0.5133333333333333
arct,three,0.95,100,1,0.8333333333333334,0.03333333333333333,0.06410256410256411,150,0.5133333333333333
arct,three,1,80,0,0.5068027210884354,0.9933333333333333,0.6711711711711712,150,0.5133333333333333
arct,three,1,80,1,0.8333333333333334,0.03333333333333333,0.06410256410256411,150,0.5133333333333333
arct,three,1,90,0,0.5068027210884354,0.9933333333333333,0.6711711711711712,150,0.5133333333333333
arct,three,1,90,1,0.8333333333333334,0.03333333333333333,0.06410256410256411,150,0.5133333333333333
arct,three,1,100,0,0.5068027210884354,0.9933333333333333,0.6711711711711712,150,0.5133333333333333
arct,three,1,100,1,0.8333333333333334,0.03333333333333333,0.06410256410256411,150,0.5133333333333333
anli,original,0.85,80,0,0.5,1.0,0.6666666666666666,150,0.5
anli,original,0.85,80,1,0.0,0.0,0.0,150,0.5
anli,original,0.85,90,0,0.5,1.0,0.6666666666666666,150,0.5
anli,original,0.85,90,1,0.0,0.0,0.0,150,0.5
anli,original,0.85,100,0,0.5,1.0,0.6666666666666666,150,0.5
anli,original,0.85,100,1,0.0,0.0,0.0,150,0.5
anli,original,0.9,80,0,0.5,1.0,0.6666666666666666,150,0.5
anli,original,0.9,80,1,0.0,0.0,0.0,150,0.5
anli,original,0.9,90,0,0.5,1.0,0.6666666666666666,150,0.5
anli,original,0.9,90,1,0.0,0.0,0.0,150,0.5
anli,original,0.9,100,0,0.5,1.0,0.6666666666666666,150,0.5
anli,original,0.9,100,1,0.0,0.0,0.0,150,0.5
anli,original,0.95,80,0,0.5,1.0,0.6666666666666666,150,0.5
anli,original,0.95,80,1,0.0,0.0,0.0,150,0.5
anli,original,0.95,90,0,0.5,1.0,0.6666666666666666,150,0.5
anli,original,0.95,90,1,0.0,0.0,0.0,150,0.5
anli,original,0.95,100,0,0.5,1.0,0.6666666666666666,150,0.5
anli,original,0.95,100,1,0.0,0.0,0.0,150,0.5
anli,original,1,80,0,0.5,1.0,0.6666666666666666,150,0.5
anli,original,1,80,1,0.0,0.0,0.0,150,0.5
anli,original,1,90,0,0.5,1.0,0.6666666666666666,150,0.5
anli,original,1,90,1,0.0,0.0,0.0,150,0.5
anli,original,1,100,0,0.5,1.0,0.6666666666666666,150,0.5
anli,original,1,100,1,0.0,0.0,0.0,150,0.5
anli,one,0.85,80,0,0.5033557046979866,1.0,0.6696428571428572,150,0.5066666666666667
anli,one,0.85,80,1,1.0,0.013333333333333334,0.02631578947368421,150,0.5066666666666667
anli,one,0.85,90,0,0.5033557046979866,1.0,0.6696428571428572,150,0.5066666666666667
anli,one,0.85,90,1,1.0,0.013333333333333334,0.02631578947368421,150,0.5066666666666667
anli,one,0.85,100,0,0.5033557046979866,1.0,0.6696428571428572,150,0.5066666666666667
anli,one,0.85,100,1,1.0,0.013333333333333334,0.02631578947368421,150,0.5066666666666667
anli,one,0.9,80,0,0.5,1.0,0.6666666666666666,150,0.5
anli,one,0.9,80,1,0.0,0.0,0.0,150,0.5
anli,one,0.9,90,0,0.5,1.0,0.6666666666666666,150,0.5
anli,one,0.9,90,1,0.0,0.0,0.0,150,0.5
anli,one,0.9,100,0,0.5,1.0,0.6666666666666666,150,0.5
anli,one,0.9,100,1,0.0,0.0,0.0,150,0.5
anli,one,0.95,80,0,0.5,1.0,0.6666666666666666,150,0.5
anli,one,0.95,80,1,0.0,0.0,0.0,150,0.5
anli,one,0.95,90,0,0.5,1.0,0.6666666666666666,150,0.5
anli,one,0.95,90,1,0.0,0.0,0.0,150,0.5
anli,one,0.95,100,0,0.5,1.0,0.6666666666666666,150,0.5
anli,one,0.95,100,1,0.0,0.0,0.0,150,0.5
anli,one,1,80,0,0.5,1.0,0.6666666666666666,150,0.5
anli,one,1,80,1,0.0,0.0,0.0,150,0.5
anli,one,1,90,0,0.5,1.0,0.6666666666666666,150,0.5
anli,one,1,90,1,0.0,0.0,0.0,150,0.5
anli,one,1,100,0,0.5,1.0,0.6666666666666666,150,0.5
anli,one,1,100,1,0.0,0.0,0.0,150,0.5
anli,two,0.85,80,0,0.5050505050505051,1.0,0.6711409395973155,150,0.51
anli,two,0.85,80,1,1.0,0.02,0.0392156862745098,150,0.51
anli,two,0.85,90,0,0.5050505050505051,1.0,0.6711409395973155,150,0.51
anli,two,0.85,90,1,1.0,0.02,0.0392156862745098,150,0.51
anli,two,0.85,100,0,0.5050505050505051,1.0,0.6711409395973155,150,0.51
anli,two,0.85,100,1,1.0,0.02,0.0392156862745098,150,0.51
anli,two,0.9,80,0,0.5033557046979866,1.0,0.6696428571428572,150,0.5066666666666667
anli,two,0.9,80,1,1.0,0.013333333333333334,0.02631578947368421,150,0.5066666666666667
anli,two,0.9,90,0,0.5033557046979866,1.0,0.6696428571428572,150,0.5066666666666667
anli,two,0.9,90,1,1.0,0.013333333333333334,0.02631578947368421,150,0.5066666666666667
anli,two,0.9,100,0,0.5033557046979866,1.0,0.6696428571428572,150,0.5066666666666667
anli,two,0.9,100,1,1.0,0.013333333333333334,0.02631578947368421,150,0.5066666666666667
anli,two,0.95,80,0,0.5016722408026756,1.0,0.6681514476614698,150,0.5033333333333333
anli,two,0.95,80,1,1.0,0.006666666666666667,0.013245033112582783,150,0.5033333333333333
anli,two,0.95,90,0,0.5016722408026756,1.0,0.6681514476614698,150,0.5033333333333333
anli,two,0.95,90,1,1.0,0.006666666666666667,0.013245033112582783,150,0.5033333333333333
anli,two,0.95,100,0,0.5016722408026756,1.0,0.6681514476614698,150,0.5033333333333333
anli,two,0.95,100,1,1.0,0.006666666666666667,0.013245033112582783,150,0.5033333333333333
anli,two,1,80,0,0.5016722408026756,1.0,0.6681514476614698,150,0.5033333333333333
anli,two,1,80,1,1.0,0.006666666666666667,0.013245033112582783,150,0.5033333333333333
anli,two,1,90,0,0.5016722408026756,1.0,0.6681514476614698,150,0.5033333333333333
anli,two,1,90,1,1.0,0.006666666666666667,0.013245033112582783,150,0.5033333333333333
anli,two,1,100,0,0.5016722408026756,1.0,0.6681514476614698,150,0.5033333333333333
anli,two,1,100,1,1.0,0.006666666666666667,0.013245033112582783,150,0.5033333333333333
anli,three,0.85,80,0,0.5033783783783784,0.9933333333333333,0.6681614349775785,150,0.5066666666666667
anli,three,0.85,80,1,0.75,0.02,0.03896103896103896,150,0.5066666666666667
anli,three,0.85,90,0,0.5033783783783784,0.9933333333333333,0.6681614349775785,150,0.5066666666666667
anli,three,0.85,90,1,0.75,0.02,0.03896103896103896,150,0.5066666666666667
anli,three,0.85,100,0,0.5033783783783784,0.9933333333333333,0.6681614349775785,150,0.5066666666666667
anli,three,0.85,100,1,0.75,0.02,0.03896103896103896,150,0.5066666666666667
anli,three,0.9,80,0,0.5050505050505051,1.0,0.6711409395973155,150,0.51
anli,three,0.9,80,1,1.0,0.02,0.0392156862745098,150,0.51
anli,three,0.9,90,0,0.5050505050505051,1.0,0.6711409395973155,150,0.51
anli,three,0.9,90,1,1.0,0.02,0.0392156862745098,150,0.51
anli,three,0.9,100,0,0.5050505050505051,1.0,0.6711409395973155,150,0.51
anli,three,0.9,100,1,1.0,0.02,0.0392156862745098,150,0.51
anli,three,0.95,80,0,0.5050505050505051,1.0,0.6711409395973155,150,0.51
anli,three,0.95,80,1,1.0,0.02,0.0392156862745098,150,0.51
anli,three,0.95,90,0,0.5050505050505051,1.0,0.6711409395973155,150,0.51
anli,three,0.95,90,1,1.0,0.02,0.0392156862745098,150,0.51
anli,three,0.95,100,0,0.5050505050505051,1.0,0.6711409395973155,150,0.51
anli,three,0.95,100,1,1.0,0.02,0.0392156862745098,150,0.51
anli,three,1,80,0,0.5033557046979866,1.0,0.6696428571428572,150,0.5066666666666667
anli,three,1,80,1,1.0,0.013333333333333334,0.02631578947368421,150,0.5066666666666667
anli,three,1,90,0,0.5033557046979866,1.0,0.6696428571428572,150,0.5066666666666667
anli,three,1,90,1,1.0,0.013333333333333334,0.02631578947368421,150,0.5066666666666667
anli,three,1,100,0,0.5033557046979866,1.0,0.6696428571428572,150,0.5066666666666667
anli,three,1,100,1,1.0,0.013333333333333334,0.02631578947368421,150,0.5066666666666667
